#abscisse               ordonnée
   0.0000000000000000        0.0000000000000000     
  0.10000000000000001        4.8766198825991425E-002
  0.20000000000000001        9.2692636253762756E-002
  0.30000000000000004       0.12746788645573395     
  0.40000000000000002       0.14974043477594209     
  0.50000000000000000       0.15740342052911530     
  0.60000000000000009       0.14974043477594209     
  0.70000000000000007       0.12746788645573395     
  0.80000000000000004        9.2692636253762783E-002
  0.90000000000000002        4.8766198825991446E-002
   1.0000000000000000        0.0000000000000000     
