  0.752155853896114835065691614790615400        -1.72310771009635171836000353630627585E-0002   5338207.81610487312611157948459804937      
  0.762462915389286508654363210427034065        -1.70028975148139610910356697239524745E-0002   5147792.34385328439903762414558424746      
  0.772769795975549708669040040046346122        -1.67601528892879479069453428984589492E-0002   4941482.67149398021110018000026290281      
  0.783076481379353616233333774904274522        -1.65032311166719682459704693840856027E-0002   4719844.97084876041123737014376825266      
  0.793382957932485691983542734789703778        -1.62325490198355291650635231009427201E-0002   4483633.17752528770494405729040552684      
  0.752102307070165939552628329120244693        -1.47314448800540440807198562393798565E-0002   1000329.76616711563041073912009809163      
  0.762405791904764499306807173197494157        -1.45032482851386718280969924986045222E-0002   913951.308721065697572353584315017839      
  0.772709186285015369200456614353639491        -1.42604852306236450796815360016205763E-0002   820367.945448763538186998964044329351      
  0.783012483072762772005704402789388454        -1.40035436594210793423145835386447121E-0002   719835.949776856135943469627104851758      
  0.793315675433565639238236822002337431        -1.37328404618191192119292816419405532E-0002   612696.543234693885563651587170136458      
  0.752048772666822493061036814001356338        -1.22313401841316300423947975862465140E-0002  -2601204.65486249287504789265696079962      
  0.762348681942284443914923674197215354        -1.20031379126303156754591591745968456E-0002  -2601204.45578037845019442856324474738      
  0.772648591184143241296571825939661004        -1.17603687040488752938650420097811171E-0002  -2601204.06452308536529401373400385203      
  0.782948500377977182225862743782441344        -1.15034205185693407064473923576822472E-0002  -2601203.51560272283084275760037807787      
  0.793248409511132074206311215171745972        -1.12327102695067409866161240042012206E-0002  -2601202.85232717397141074558407708176      
  0.751995238261510359821937319204196689        -9.73076312308268864349737587156587269E-0003  -6202740.77218704398720654159577876611      
  0.762291571976154096458182799865595058        -9.50256650475187785802490922358433960E-0003  -6116361.83877327306279919570743821306      
  0.772587996078058211613627197879275782        -9.25980341319945949118435337456767950E-0003  -6022777.53849257645215039229124922360      
  0.782884517676606153164990794228847972        -9.00286179265632654579568903255868400E-0003  -5922244.22737176063078720314435039232      
  0.793181143580985989711659239431133255        -8.73215853526208573475458457336654215E-0003  -5815103.23062370449767291762493682787      
  0.751941691429649718933624591462958891        -7.22971358657920982619518881936948585E-0003  -10540625.3031072783485200361452231388      
  0.762234448480662982051521491221052426        -7.00153395361881823335336436436454680E-0003  -10350209.0572395743751474063112107569      
  0.772527386371856150445016942024234208        -6.75878925405798655672526479166782935E-0003  -10143897.8571402092441632166412966023      
  0.782820519350221589942547775667567356        -6.50186738281725398977749882488758245E-0003  -9922258.00915039535475205027987489026      
  0.793113861058885413772058083902486145        -6.23118516646464017852489849033388108E-0003  -9686043.61782843733370475451298291309      
